,Legislator name,Legislative Effectiveness Score,party,Name,name,speech
348,Sean Maloney,1.9907691478729248,D,maloney,maloney," Mr. MALONEY. Thank you, sir. I yield back. [applause].  Ms. Manager GARCIA of Texas. Imagine. He had to tell his father: Do  not worry; I will be fine for telling the truth. It was his duty  because, in America, right matters.  President Trump has suggested that all of the witnesses are Never  Trumpers. That couldn't be further from the truth. As we just saw,  these U.S. officials are brave public servants. It is wrong--just flat  wrong--to suggest they were doing anything other than testifying out of  a sense of duty, as Lieutenant Colonel Vindman testified.  But it wasn't just U.S. officials whose reactions show us that this  was wrong; it is also clear how corrupt this scheme was because Ukraine  resisted it. President Zelensky was elected as a reformer. His first  few months in office lived up to this promise.  Here is Ambassador Taylor testifying on this point. Let's see it.  (Text of Videotape presentation:)  Ambassador TAYLOR. But once I arrived in Kyiv, I discovered   a weird combination of encouraging, confusing, and ultimately   alarming circumstances.  First, the encouraging. President Zelensky was reforming   Ukraine in a hurry. He appointed reformist ministers and   supported long-stalled anti-corruption legislation. He took   quick executive action, including opening Ukraine's High   Anti-Corruption Court. With a new parliamentary majority   stemming from snap elections, President Zelensky changed the   Ukraine Constitution to remove absolute immunity from Rada   deputies, the source of raw corruption for two decades. The   excitement in Kyiv was palpable. This time could be   different, a new Ukraine finally breaking from its corrupt,   post-Soviet past.  Ms. Manager GARCIA of Texas. So we know that President Zelensky was a  reformer, fighting corruption, fighting for reform, and he got started  early, as soon as he was sworn in. We know that President Zelensky's  agenda was in our U.S. national interest. In fact, every witness  testified that President Zelensky deserved America's support and that  they told President Trump that.  So keeping that in mind, it is extremely telling what President  Zelensky and his aides were saying behind closed doors. They were  concerned about being dragged into President Trump's scheme. They  recognized the political peril of going along with the President's  corrupt scheme. We know that was the case for many reasons, but let's  look at some of the evidence showing that now.  First, the Ukrainians made their concerns clear directly to U.S.  officials. On July 20, just days ahead of the July 25 call, Ambassador  Taylor spoke with President Zelensky's national security advisor. He  then conveyed to Ambassadors Sondland and Volker that the Ukrainian  leader ``did not want to be used as a pawn in a U.S. reelection  campaign.''  Here is Ambassador Taylor explaining what he understood that to mean.  Let's watch.  (Text of Videotape presentation:)    "
349,Kenny Marchant,0.05964081361889839,R,marchant,marchant," Mr. MARCHANT. Madam Speaker, the ranking member urges the House to  vote ``aye'' on this matter, and I yield back the balance of my time.    "
350,Roger Marshall,0.6155687570571899,R,marshall,marshall," Mr. MARSHALL. Mr. Speaker, this month, after 40 years of service as a  Member of Congress, our senior Senator of Kansas will be moving his  belongings out of his office in the Hart Senate Office Building to a  private library.  To best honor him, I would like to share some of his original wit,  some of the quips for which he is most famous. Number one:  Take your job seriously, but not yourself.  There are no self-made men or women in public service. It   is your family, friends, and staff who have made you what you   are.  Another couple of favorites:  You are only as good as your staff.  It isn't the best possible bill; it is the best bill   possible.  In reference to an opponent who sometimes disagrees with you, he  suggested:  Go smother them with the milk of human kindness.  On his commitment to agriculture, he said:  We live in a troubled and hungry world.  Food security is national security.  When asked about why we need agriculture programs, the Senator once  said:  You can't eat a shoe.  On life, when asked about making a mistake, he suggested that:  You go hunker down and take it like a donkey in a   hailstorm.  He once said:  Remember, when you roll around with pigs, you both get   dirty, but only one of you enjoys it.  On sports, at football games, he often said:  Throw the ball to the tight end. He was wide open.  And, of course, as we all know, the Senator was the unofficial tight  end coach for the ever-optimistic and fighting Kansas State Wildcats.  At a townhall, when a rabid constituent gave a forceful opposing  opinion, he once replied:  I'll mark you down as undecided.  I loved when he referred to Kansas University as that school over by  Baker.  The Senator, once a marine, was always a marine. He was often quoted  saying ``take the hill'' and ``semper fi.''  But my personal favorite:  There are lots of cactuses in the world, but you don't have   to go sit on every one.  When I first meet successful, influential people, people who I have  read about or know of, I have often asked myself: Is there any  substance to this person? Is there character and integrity? What is  truly important to them?  I would like to share, as we have gotten to know Senator Roberts and  his wife, Franki, I have found that their footprints are larger than  their shadows, their hearts are bigger than their words, their love of  this country, their love of Kansas, more than any words I can find to  describe.  Personally, I cannot imagine any memory of Senator Roberts without  thinking of his bride, his South Carolina magnolia blossom, as he often  called her, whom he married some 51 years ago. She is absolutely his  rock, the person I always see standing beside him with adoring eyes.  While occasionally she gives him a gentle nudge, everyone knows she  always has his back.  Laina and I want to personally thank Senator Roberts and Franki, who  have embraced us with hospitality and kindness since arriving ourselves  in Washington, D.C., some 4 years ago. They have shown us what it is to  be an ambassador for our State. From Christmas gatherings at the White  House to farm bill hearings in a barn, they have shown what servant  leadership looks like, representing our State with dignity and grace.  Senator Roberts is the only person in American history to have his  portrait in both the House Agriculture Committee and the Senate  Agriculture Committee hearing rooms.  Senator Roberts has had a hand in writing eight farm bills. He has  been on a Federal congressional agriculture committee for 40 years  running. Some of his greatest accomplishments include those eight farm  bills, and I am going to reference two of them.  The Federal Agriculture Improvement and Reform Act of 1996, which he  was the primary author and chairman, this became known as the Freedom  to Farm bill.  Chairman Roberts has often told the story--I have heard this maybe  once or twice--of sitting on the tongue of the wagon of a farmer in  Dodge City, Kansas, with all of his farm experts, and his good friend,  Leon Torline said: Pat, we all need freedom to farm.  Sure enough, this agriculture policy gave producers the freedom to  plant crops based on market indicators, not Federal Government set- aside policies.  Next, I will reference the first farm bill I participated in, the  Agriculture Improvement Act of 2018, on which he was the primary author  as chairman. Probably most notably, this farm bill received more votes  than any farm bill in modern history, with 87 in favor.  I would like to also mention the 2016 National Bioengineered Food  Disclosure Act. This Federal legislation created standards for labeling  food with ingredients derived from biotechnology.  Then his 2000 Agriculture Risk Protection Act reformed national crop  insurance and led to its widespread use today.  Finally, I will mention Senator Roberts was always the leader in bio- agro security legislation. As chairman of the Senate Armed Services  Subcommittee on Emerging Threats and Capabilities, Senator Roberts  chaired the first Senate hearing on the threat to our Nation's food  supply.  I will close with this. Though Senator Roberts will always be known  for his wit, being an entertaining speaker, and a great interview, his  actions and his accomplishments will always speak louder than any of  his words.  He and Franki have been tremendous ambassadors for agriculture, for  Kansas, and for America. They have climbed many mountains, and they  have planted the flag.  Senator Roberts, semper fi. May God richly bless you, Franki, and  your family.    "
351,Thomas Massie,0.09940135478973389,R,massie,massie," Mr. MASSIE. Mr. Speaker, my mail, if I send it to my neighbor, goes  to Charleston, West Virginia, before it comes back to Kentucky. Is this  part of some vast conspiracy? No. It's part of a decade's long  realignment process where the post office is trying to match the needs  of the consumers to the post office infrastructure.  These voter suppression conspiracies, who knows what the Democrats  will blame next. Last month they were blaming the Census, this month  they are blaming the post office, probably next month they will blame  Amtrak.  Mrs. CAROLYN B. MALONEY of New York. Mr. Speaker, I yield 2 minutes  to the gentleman from Massachusetts (Mr. Lynch), the chair of the  Subcommittee on National Security for the Committee on Oversight and  Reform.    "
352,Brian Mast,0.8645675182342529,R,mast,mast," Mr. MAST. ``Blessed are the peacemakers, for they will be called  children of God.''  Madam Speaker, I rise today because the life and sacrifice of a true  peacemaker, Trooper Joseph Bullock, will be honored by our passing of  legislation to rename the postal facility in Port Salerno, Florida, as  the Joseph Bullock Post Office Building.  Though he knew the risk, his story is not how a watch should end. And  as we see his name each day in Port Salerno, we will be reminded of the  valor within all of our law enforcement who, each day, commit to our  communities the most significant thing that they have: their life.  Trooper Bullock, we salute you.    "
353,Doris Matsui,2.205251455307007,D,matsui,matsui," Ms. MATSUI. Mr. Speaker, I rise to speak in support of two of my  bills being considered today: the FASTER Act and the MODERN Labeling  Act.  There are more than 32 million Americans living with potentially  life-threatening food allergies who rely on accurate food ingredient  labels to make safe decisions for themselves and their family members.  Under current law, mandatory labeling is required for major food  allergens recognized by the FDA, like milk, eggs, and peanuts. My  grandson Robby has a peanut allergy, and for families like mine,  checking food labels is as vital to our everyday lives as breathing.  Unfortunately, FDA labeling requirements do not include the  ingredient sesame, leaving more than 1.6 million Americans with a  sesame allergy in the dark about what foods and products to avoid. That  is why I have been working closely with my colleagues and advocates in  the food allergy community to advance the FASTER Act, legislation that  updates food allergen labeling laws to include sesame.  Importantly, the FASTER Act also lays critical groundwork for  conducting the research necessary to better understand, treat, and, one  day, prevent food allergies.  From ingredients in a food product to the prescribing information for  a prescription drug, FDA labels play a critical role in protecting  public health and empowering Americans to make safe decisions.  This year, our friends in the cancer community brought a real problem  to my attention. Despite the important role drug labels play in  informing treatment decisions, many generic drug labels are  considerably out of date, and there is no existing mechanism to update  these labels to reflect new clinical evidence.  That is why I introduced the MODERN Labeling Act, legislation that  supports FDA's ability to require modifications to outdated generic  drug labels so they reflect new, relevant information.  Accurate, up-to-date generic drug labels are key to optimizing use,  enhancing patient benefit, and facilitating greater use of lower cost  generics.  These are both important labeling laws, and both labeling bills are  bipartisan, commonsense solutions that take important steps to  safeguard our public health. I urge my colleagues to support the FASTER  Act and the MODERN Labeling Act.    "
354,Ben McAdams,1.7404842376708984,D,mcadams,mcadams," Mr. McADAMS. Mr. Speaker, I rise to say farewell to this institution  that I have been so lucky and honored to serve.  I want to first thank my wife, Julie, for supporting my career in  public service for the past 12 years and for these last 2 years while I  have been a Member of the U.S. House of Representatives. It is an  understatement to say that I could not have done this job without her,  both in terms of her unconditional love and support, for taking care of  our family while I have traveled back and forth to Washington, and as a  thought partner, sounding board, strategic adviser, moral conscience,  and North Star. Any time that I was faced with a politically difficult  dilemma, she would tell me to follow my conscience and stand for what I  believe in.  I want to also thank my four children: James, Kate, Robert, and  Isaac: Your humor, love, and support have kept me going even when  things get tough. Thank you for allowing me to pursue this great  adventure, and I am looking forward to more evenings at home with the  four of you.  I also want to thank my staff. I know that I have had one of the best  staffs on Capitol Hill, and it is a testament to their hard work and  their perseverance that we were able to accomplish as much as we did.  So to Nichole, Tiffany, Alyson, Eric, Michelle, Andrea, Chris, Brennen,  Julianne, Katie, Christian, Marcus, Hannah, and Stephanie, thank you.  To the people of Utah who granted to me this opportunity, thank you.  I also thank my House colleagues, Democrats and Republicans, for your  ideas, for our constructive disagreements. For those who shared my  desire to work together to find solutions to our challenges, I am  grateful.  Mr. Speaker, I packed up my Washington, D.C., office this week with  mixed emotions: pride in the work that I accomplished to support Utah's  hardworking families, but frustrated at what did not get done. Nothing  captures it quite like the failure to deliver to date much-needed  emergency relief due to the coronavirus.  We see this catastrophe happening in Utah and around the country.  People are dying; people are sick; people are hurting economically;  small businesses are on the brink of failure, and many have already  failed. It is time for each and every one of us to step forward and to  do our part.  It is long past time for Congress to put the partisanship and  politics aside and to do its job, to get it done and to show results. A  bill that does not pass the House and Senate and get signed by the  President means nothing to struggling businesses or to a struggling  family.  The partisan divide has taken a toll on public confidence in  government's ability to meet the challenges we were elected to solve.  Americans recognize their distrust of the Federal Government and each  other is a problem that gets in the way of solving tough issues. A new  type of polarization is gripping the country.  As one researcher noted: ``This level of political divisiveness on  both sides creates a feedback loop of hatred and leaves the U.S. open  to manipulation by foreign powers that wish to further these internal  rifts.''  I have tried to counter that in my public service by walking a  centrist path: to heal and to listen where I can, to hear from all  sides, and to find common ground.  I believe it is important to elect people willing to work across the  aisle, people like me who build bridges rather than fan the flames. I  have seen this work, whether it is working with Republicans to counter  the alarming rise in the rate of suicide or traveling to our southern  border to get agreement for emergency food, housing, and medical aid  for refugees fleeing violence and danger in their home countries. Once  you learn that people in both parties agree on both humanitarian  treatment and securing the border, efforts can focus on ironing out the  details.  I was proud to represent Utah's Fourth Congressional District during  the 116th Congress, serving my community, my State, and my country as  an elected Representative in the people's House. This was a great honor  and a privilege. I am glad to have carried out their good ideas across  the finish line, including four bills expected to be signed into law.  I have built relationships with Republicans and Democrats that led to  success on clean air, stopping child trafficking, preventing suicide,  and recovering investment savings for hardworking seniors cheated by  fraudsters.  My wish this holiday season for those who serve next year in Congress  is to be less partisan and more like Utahns who see the best in each  other, who work together, roll up their sleeves, and solve problems  together for the good of everyone.  Godspeed, and may God bless the United States of America.    "
355,Lucy McBath,1.8496191501617432,D,mcbath,mcbath," Mrs. McBATH. Mr. Speaker, I am so excited to be here on the floor  today to congratulate Rabbi Larry Sernovitz on becoming the senior  rabbi of Temple Kol Emeth in Marietta, Georgia.  In just the few short months that I have known the rabbi, he has been  instrumental in helping to spread our shared message of God's love for  all people and tikkun olam.  ``Tikkun olam'' translates to ``repair of the world,'' and I know  that, together, our community in Georgia will help build bridges to a  better and more just tomorrow.  I congratulate the rabbi on his new mission from God. Our community  is blessed to have been gifted a leader like him.  I hope that, if he or his congregation ever need assistance from my  office, they don't hesitate to call upon us. I truly look forward to  working with the rabbi and the Jewish community in Georgia for many  years to come, and I wish them all a happy and blessed Hannukah season.    "
356,Lucy McBath,1.8496191501617432,D,mcbath,mcbath," Mrs. MCBATH.  Madam Speaker, I move to suspend the rules and pass the bill (', S. 2683, ') to establish a task force to assist States in implementing  hiring  ========================= END NOTE =========================   requirements for child care staff members to improve child safety, as   amended.  The Clerk read the title of the bill.  The text of the bill is as follows:  ', S. 2683, ""  Be it enacted by the Senate and House of Representatives of   the United States of America in Congress assembled,  SECTION 1. SHORT TITLE.  This Act may be cited as the ``Child Care Protection   Improvement Act of 2020''.  SEC. 2. TASK FORCE TO ASSIST IN IMPROVING CHILD SAFETY.  (a) Establishment.--There is established a task force, to   be known as the Interagency Task Force for Child Safety   (referred to in this section as the ``Task Force'') to   identify, evaluate, and recommend best practices and   technical assistance to assist Federal and State agencies in   fully implementing the requirements of section 658H(b) of the   Child Care and Development Block Grant Act of 1990 (42 U.S.C.   9858f(b)) for child care staff members.  (b) Composition.--Not later than 60 days after the date of   enactment of this Act, the President shall appoint the   members of the Task Force, which shall--  (1) consist of only Federal officers and employees; and  (2) include--  (A) the Director of the Office of Child Care of the   Department of Health and Human Services (or the Director's   designee), the Associate Commissioner of the Children's   Bureau of the Department of Health and Human Services (or the   Associate Commissioner's designee), and the Director of the   Federal Bureau of Investigation (or the Director's designee);   and  (B) such other Federal officers and employees (or their   designees) as may be appointed by the President.  (c) Chairperson.--The chairperson of the Task Force shall   be the Assistant Secretary of the Administration for Children   and Families of the Department of Health and Human Services.  (d) Consultation.--The Task Force shall consult with   representatives from State child care agencies, State child   protective services, State criminal justice agencies,   providers of child care services, including providers in the   private sector, and other relevant stakeholders on   identifying problems in implementing, and proposing solutions   to implement, the requirements of section 658H(b) of the   Child Care and Development Block Grant Act of 1990, as   described in that section. Such consultation shall include   consultation with State agencies that are at different stages   of such implementation.  (e) Task Force Duties.--The Task Force shall--  (1) develop recommendations for improving implementation of   the requirements of section 658H(b) of the Child Care and   Development Block Grant Act of 1990, including   recommendations about how the Task Force and member agencies   will collaborate and coordinate efforts to implement such   requirements, as described in that section; and  (2) develop recommendations in which the Task Force   identifies best practices and evaluates technical assistance   to assist relevant Federal and State agencies in implementing   section 658H(b) of the Child Care and Development Block Grant   Act of 1990, which identification and evaluation shall   include--  (A) an analysis of available research and information at   the Federal and State levels regarding the status of the   interstate requirements of that section for child care staff   members who have resided in one or [["", Page , H4448, ]  more States during the previous 5 years and who seek   employment in a child care program in a different State;  (B) a list of State agencies that are not responding to   interstate requests covered by that section for relevant   information on child care staff members;  (C) identification of the challenges State agencies are   experiencing in responding to such interstate requests;  (D) an analysis of the length of time it takes the State   agencies in a State to receive such results from State   agencies in another State in response to such an interstate   request, in accordance with that section;  (E) an analysis of the average processing time for the   interstate requests, in accordance with that section;  (F) identification of any fees (and entities responsible   for paying any such fees) associated with the interstate   requests in each State to meet requirements, in accordance   with section 658H of the Child Care and Development Block   Grant Act of 1990 (42 U.S.C. 9858f), including identification   of--  (i) the extent to which such fees are consistent with   subsection (f) of that section; and  (ii) information regarding factors that impact such fees;  (G) a list of States that are participating in the National   Fingerprint File program, as administered by the Federal   Bureau of Investigation, and an analysis of reasons States   have or have not chosen to participate in the program,   including barriers to participation such as barriers related   to State regulatory requirements and statutes; and  (H) a list of States that have closed record laws or   systems that prevent the States from sharing complete   criminal records data or information with State agencies in   another State.  (f) Meetings.--Not later than 3 months after the date of   enactment of this Act, the Task Force shall hold its first   meeting.  (g) Final Report.--Not later than 1 year after the first   meeting of the Task Force, the Task Force shall submit to the   Secretary of Health and Human Services, the Committee on   Health, Education, Labor, and Pensions of the Senate, and the   Committee on Education and Labor of the House of   Representatives a final report containing all of the   recommendations required by paragraphs (1) and (2) of   subsection (e). The report shall also include a list of the   members of the Task Force, the agencies such members   represent, and the individuals and entities with whom the   Task Force consulted under subsection (d).  (h) No Compensation for Members.--A member of the Task   Force shall serve without compensation in addition to any   compensation received for the service of the member as an   officer or employee of the United States.  (i) Exemption From FACA.--The Federal Advisory Committee   Act (5 U.S.C. App.) shall not apply to the Task Force.  (j) Sunset.--The Task Force shall terminate 1 year after   submitting its final report under subsection (g).  The SPEAKER pro tempore. Pursuant to the rule, the gentlewoman from  Georgia (Mrs. McBath) and the gentleman from Kentucky (Mr. Guthrie)  each will control 20 minutes.  The Chair recognizes the gentlewoman from Georgia.  General Leave    "
357,Lucy McBath,1.8496191501617432,D,mcbath,mcbath," Ms. McBATH. Madam Speaker, I urge my colleagues to vote ``yes'' on  this legislation.    "
358,Kevin McCarthy,0.39921027421951294,R,mccarthy,mccarthy," Mr. McCARTHY. Mr. Speaker, I rise today in support of the Johnny  Isakson and David P. Roe, M.D. Veterans Health Care and Benefits  Improvement Act of 2020, a bipartisan legislative package that includes  two bills that I have proudly introduced this Congress, the VET TEC  Expansion Act and the Reducing Veteran Homelessness Act of 2020.  Since coming to Congress in 2007, one of my most important priorities  in this Chamber has been to protect and improve the benefits that our  Nation's veterans have earned and deserve. I introduced the VET TEC  Expansion Act and the Reducing Veteran Homelessness Act earlier this  Congress in response to comments and feedback I received from veterans  and veterans organizations throughout my district and across the  country.  Both pieces of legislation seek to build upon existing veterans  benefits programs, including the VET TEC pilot program and the HUD-VA  Supportive Housing Program, by expanding and streamlining them for  veterans and veterans service providers who utilize them.  The VET TEC Expansion Act will continue to ensure that our heroes can  enhance skills they developed in the military when returning to private  life by providing access to nontraditional and technology-oriented  courses through the VET TEC pilot program. This bill would expand VET  TEC to include part-time courses and permit additional course providers  into the VET TEC pilot program.  I am also pleased that "", H.R. 7105, "", like the initial House-passed  version of this bill, would increase the VET TEC funding authorization  by $30 million per year through 2023 to help the VA meet demand for  this popular program with our veterans.  In addition, no veteran in my district or anywhere in the country  should be homeless due to unnecessary VA staffing vacancies. The  Reducing Veteran Homelessness Act would require that the VA contract  out any consistently vacant HUD-VA Supportive Housing case management  positions to community experts so that unused housing vouchers can be  matched with homeless veterans who need them the most.  Finally, I want to take a moment to thank Dr. Roe for his unwavering  commitment to our Nation's veterans throughout his time in this  Congress, specifically as chairman and ranking member of the House  Veterans' Affairs Committee over the course of the past 4 years and for  his own personal service to the United States Army, serving in Korea.  His strong leadership on behalf of our fellow veterans has been  unwavering since he came to Congress, and his tenacity, knowledge, and  friendship will be missed in this Chamber after he retires from  Congress.  On behalf of a very grateful Nation, we thank Dr. Roe for his  servant's heart, for putting the veterans first, and for improving the  quality of the care for them.  Mr. Speaker, I ask my colleagues on both sides of the aisle to join  me in supporting this bipartisan bill and thanking Congressman Roe for  his service.    "
359,Michael McCaul,5.0897016525268555,R,mccaul,mccaul," Mr. McCAUL. Mr. Speaker, I would like to also thank my good friend  from Texas for his service to the Nation.  The United States has a special partnership with Israel. In the past  4 years, we have strengthened this relationship while taking steps  toward peace in the Middle East under the Abraham Accords with Bahrain,  Sudan, and the UAE. This has made Israel and the entire Middle East  safer.  However, Israel still faces threats from malign actors like Iran that  seek to sow chaos and spread terror. In fact, earlier today, Iranian  President Rouhani directly threatened Israel by promising to support  Syria's aggression in the Golan Heights.  I am pleased the final bill bolsters cooperation between our  countries and fully funds the security assistance to Israel. It also  improves the laws on the books so that we can quickly supply Israel  with precision-guided missiles to defend themselves against malign  actors in the region.  This bill also enhances cooperation between our two nations by  establishing a defense acquisition advisory group.  As an NDAA conferee, I am proud this year's bill includes provisions  that support Israel and deepen our partnership.  Mr. Speaker, before I close, I would like to take a moment of  personal privilege to honor my colleague, my friend, my fellow Texan,  Congressman Mac Thornberry. His leadership on the House Armed Services  Committee has made our country stronger.  I am proud to have served with him in the Congress where we have  worked together on key national security issues, including the year's  NDAA which bears his name.  But most importantly, Mr. Speaker, I am proud to call him my friend.  He has brought dignity and bipartisanship to this Chamber.  For that, sir, we are forever grateful.    "
360,Tom McClintock,0.06958094984292984,R,mcclintock,mcclintock," Mr. McCLINTOCK. Madam Speaker, let's get this straight. The small  shopkeeper who has lost their entire savings because of the lockdowns  will get the same $2,000 grant as the government bureaucrat who has  been enjoying a steady paycheck at home for the past 10 months.  This money is wholly inadequate for those who have been harmed by the  lockdowns and wholly unnecessary for those who have not.  This free money doesn't come from Heaven. It comes from the future  earnings of those who will be struggling to get back on their feet,  making the post-lockdown recovery more difficult and prolonged.  Much of the burden of this debt will fall on the young, who have  already borne the brunt of these lockdowns. It is, in a real sense, a  massive wealth transfer from the future to the present, from the young  to the old, and from those who have been hurt by the lockdowns to those  who have not.  There is only one way to end the suffering caused by these lockdowns,  and that is to end them.    "
361,Betty McCollum,1.4245418310165405,D,mccollum,mccollum," Ms. McCOLLUM. Mr. Speaker, restoring this land to the Leech Lake  reservation will support Tribal communities while also preserving the  area for public recreation. It will allow the Tribe to consistently  apply their forest management plan across a greater portion of the  reservation. It will also respect all the rights of ways of the utility  permits.  It will be good for Leech Lake Band, good for the forest, and good  for local communities. And it will be good to correct a historical  injustice.  Mr. Speaker, I urge support for ', S. 199, '.  Miss GONZALEZ-COLON of Puerto Rico. Mr. Speaker, I yield myself such  time as I may consume.  Mr. Speaker, as was just explained by my colleague across the aisle,  ', S. 199, ' would place approximately 11,000 acres of Federal land managed  by the U.S. Forest Service into trust for the Leech Lake Band. [[', Page , H6099, ]  The Tribe and the lands that would be held into trust under this bill  are located in the Eighth Congressional District, which is represented  by Republican Congressman Pete Stauber. I want to thank Mr. Stauber for  his hard work on this legislation because, without it, we would not be  here today.  After the House companion bill, ', H.R. 733, ', was introduced by  Congresswoman McCollum, it was determined that a number of the parcels  affected by the bills had encumbrances, mainly those of public utility  co-ops.  This was, again, another bill that was not properly vetted prior to  introduction by a Member from this district. I truly believe that,  since that time, Congressman Stauber has been a leader in efforts to  bring the Tribe and several utility co-ops together to come to a legal  agreement to resolve those issues with these easements.  We have some concerns regarding the enforceability of this document  but appreciate the willingness of all parties to seek a consensus. I  think that is the important part today, that there is finally a  consensus on this issue. That is a policy the Natural Resources  Committee majority has little interest in pursuing because,  unfortunately, ', S. 199, "" does not reflect this improvement in the bill  text. Let's hope the parties will continue to act in good faith despite  this.  I, again, thank Mr. Stauber for his efforts and the members of the  committee who worked across the aisle to make this happen today. I am  pleased he joined our committee during this year. He has been one of  the more active members of the committee during his short tenure.  Mr. Speaker, I yield back the balance of my time.    "
362,Betty McCollum,1.4245418310165405,D,mccollum,mccollum," Mr. McCOLLUM. Madam Chair, I claim the time in opposition to the  amendment.  The Acting CHAIR. The gentlewoman from Minnesota is recognized for 5  minutes.    "
363,Donald McEachin,1.093408226966858,D,mceachin,mceachin," Mr. McEACHIN. Mr. Speaker, today I rise in support of ', H.R. 1, ', the For  the People Act, and the need for Federal election reform.  Mr. Speaker, in the 2016 and 2018 election cycles, we witnessed overt  discrimination, disinformation, and intimidation tactics aimed at  disenfranchising our most vulnerable friends and neighbors.  Individuals and organizations intentionally aimed to spread deceptive  material regarding the time and place of elections, endorsements, and  voter eligibility. Moreover, there were also explicit attempts to  intimidate voters at the polls.  In my home, the Commonwealth of Virginia, there were reports of a man  standing in front of a polling place holding a Trump sign with a  barking German shepherd on the roof of his truck, and yet that man  broke no laws.  Such efforts can interfere with one of our basic rights as Americans:  the right to vote. As such, I am pleased that ', H.R. 1, ' includes language  from a bill I introduced in the last Congress with then-Ranking Member  Nadler, the Deceptive Practices and Voter Intimidation Prevention Act.  This language will prohibit the dissemination of false information  regarding Federal elections and prevent efforts to hinder, interfere,  or prevent a person from voting, registering to vote, or helping  another person to vote or register to vote. We, as Americans, shall  make it easier to vote, not harder, and this language will further that  goal.  In the same vein, I am equally proud that another bill has been  included in ', H.R. 1, ', the Election Day Holiday Act, which I cointroduced  with Congresswoman Eshoo in the last Congress. As the title suggests,  this bill would direct Federal agencies to treat election day as a  holiday and urge private employers to do the same. [[', Page , H233, ]  Going to the polls is among the most democratic of American  traditions. Making election day a holiday would honor that tradition,  while helping voters to continue it long into the future.  I thank my friend and colleague, Congressman Sarbanes, for  introducing this historic bill. I thank all of the many Members and  stakeholders who have helped shape this bill and who have seen fit to  support the measures I have described.  As the name indicates, this bill is for the people, and I look  forward to the day when we do the people's work and pass it.    "
364,James McGovern,1.080399990081787,D,mcgovern,mcgovern," Mr. McGOVERN. Madam Speaker, I thank the gentlewoman for yielding to  me.  Madam Speaker, across America, people are dealing with a loss of a  job, a business, or even a loved one. People are hurting, and they are  hurting badly not only from this pandemic, but also from the  incompetence, the callousness, and the negligence of the current  occupant of the White House.  When I talk about people hurting, I don't mean big corporations or  Fortune 500 companies. I am talking about our workers, our middle  class, those on the edge of the middle class, and those struggling in  poverty. That is where our focus should be. And thanks to the  bipartisan efforts of Members on both sides of the Capitol, we are  acting right now--not next year or during the next administration, as  some have suggested--but right now.  This deal is not everything I want--not by a long shot--but the  choice before us is simple. It is about whether [["", Page , H7293, ] we help families or not. It is about whether we help small businesses  and restaurants or not. It is about whether we boost SNAP benefits and  strengthen antihunger programs or not. And it is about whether we help  those dealing with a job loss or not.  To me, this is not a tough call. We need to pass this, and then we  need to prepare to build on it in the next Congress, hopefully, in a  bipartisan fashion and with an administration that actually gives a  damn about the American people.  Madam Speaker, before I conclude, I also join the gentleman from  Oklahoma in recognizing the service of Congresswoman Shalala. Over the  years, she has had many titles: Doctor, treasurer, college president,  chancellor, assistant secretary, secretary, congresswoman--and I could  go on.  Often, Donna has done it first: She was among the very first Peace  Corps volunteers. She was the first woman to lead a Big 10 Conference  college. She was only the second woman to lead a major research  university. And Donna was the first Lebanese American to serve in a  President's Cabinet.  Madam Speaker, there is a saying in Arabic, which in English is: ``Do  good and throw it into the sea.''  It means this: The reward is doing good. Not the praise or  recognition. Just simply an act of doing good.  And Donna Shalala does good, period. I know she will continue to do  good.  The SPEAKER pro tempore. Members are reminded to refrain from  engaging in personalities toward the President.    "
